,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
56474,12350883,JE212258,04/27/2021 08:35:00 PM,064XX N BELL AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,2412,24,50.0,2,08B,1160139.0,1942764.0,2021,05/04/2021 04:49:08 PM,41.998653781,-87.686252217,"(41.998653781, -87.686252217)"
56475,12353371,JE215381,04/26/2021 04:40:00 AM,068XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,332,3,5.0,43,06,1190056.0,1859929.0,2021,05/04/2021 04:47:22 PM,41.770679371,-87.578877602,"(41.770679371, -87.578877602)"
56476,12355080,JE217536,03/24/2021 06:34:00 PM,070XX S PAXTON AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False,331,3,5.0,43,06,1192111.0,1858331.0,2021,05/04/2021 04:47:22 PM,41.766244623,-87.571396792,"(41.766244623, -87.571396792)"
56478,12350895,JE211973,04/27/2021 04:30:00 PM,059XX W HURON ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,1511,15,29.0,25,04A,1136592.0,1904033.0,2021,05/04/2021 04:49:08 PM,41.892827543,-87.773805474,"(41.892827543, -87.773805474)"
56479,12350220,JE211353,04/27/2021 01:00:00 AM,024XX E 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1193713.0,1854381.0,2021,05/04/2021 04:49:08 PM,41.75536643,-87.565654201,"(41.75536643, -87.565654201)"
56480,12350476,JE211549,04/27/2021 09:55:00 AM,020XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1221,12,1.0,24,06,1162692.0,1905336.0,2021,05/04/2021 04:49:08 PM,41.895896023,-87.677913394,"(41.895896023, -87.677913394)"
56481,12350876,JE212277,04/27/2021 09:00:00 PM,023XX S KIRKLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,1013,10,22.0,29,04A,1147718.0,1888186.0,2021,05/04/2021 04:49:08 PM,41.849135116999996,-87.733350341,"(41.849135117, -87.733350341)"
56483,12354029,JE216172,04/27/2021 08:00:00 PM,002XX E 31ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,211,2,4.0,35,08B,1178548.0,1884504.0,2021,05/04/2021 04:49:08 PM,41.838384638,-87.620313759,"(41.838384638, -87.620313759)"
56485,12350129,JE211301,04/27/2021 01:41:00 AM,060XX W SCHUBERT AVE,1170,DECEPTIVE PRACTICE,IMPERSONATION,STREET,False,False,2512,25,30.0,19,11,1135516.0,1917313.0,2021,05/04/2021 04:49:08 PM,41.929288665,-87.777441171,"(41.929288665, -87.777441171)"
56486,12351211,JE211520,04/27/2021 09:30:00 AM,037XX W CERMAK RD,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,1013,10,22.0,30,06,1151870.0,1889124.0,2021,05/04/2021 04:49:08 PM,41.851628489,-87.718087265,"(41.851628489, -87.718087265)"
56488,12350316,JE211474,04/27/2021 07:25:00 AM,050XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,STREET,False,False,1533,15,29.0,25,08B,1142820.0,1897211.0,2021,05/04/2021 04:49:08 PM,41.873993415,-87.751102125,"(41.873993415, -87.751102125)"
56490,12350095,JE211252,04/27/2021 12:14:00 AM,053XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,934,9,20.0,61,08B,1170560.0,1869160.0,2021,05/04/2021 04:49:08 PM,41.796457388,-87.650073149,"(41.796457388, -87.650073149)"
56492,12351070,JE212478,04/27/2021 11:40:00 PM,010XX W VERNON PARK PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1232,12,25.0,28,14,1169849.0,1897070.0,2021,05/04/2021 04:49:08 PM,41.87306051,-87.65186847700001,"(41.87306051, -87.651868477)"
56493,12350199,JE211328,04/27/2021 02:45:00 AM,018XX S KOMENSKY AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,False,1012,10,24.0,29,04B,1149681.0,1890602.0,2021,05/04/2021 04:49:08 PM,41.855727060999996,-87.72608314799999,"(41.855727061, -87.726083148)"
56494,12350932,JE212219,04/27/2021 07:58:00 PM,092XX S LAFLIN ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2222,22,21.0,73,08A,1167954.0,1843559.0,2021,05/04/2021 04:49:08 PM,41.726261285,-87.66036402299999,"(41.726261285, -87.660364023)"
56495,12354069,JE216275,01/01/2021 12:00:00 AM,016XX W HOWARD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,True,2422,24,49.0,1,11,1163887.0,1950346.0,2021,05/04/2021 04:47:22 PM,42.019380398,-87.672249127,"(42.019380398, -87.672249127)"
56497,12353054,JE214845,03/29/2021 04:00:00 PM,040XX W FIFTH AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",OTHER (SPECIFY),False,False,1132,11,24.0,26,11,1149615.0,1896817.0,2021,05/04/2021 04:47:22 PM,41.872783041999995,-87.726164064,"(41.872783042, -87.726164064)"
56498,12351743,JE213334,04/27/2021 05:00:00 PM,100XX W OHARE ST,0560,ASSAULT,SIMPLE,STREET,False,False,1651,16,41.0,76,08A,1100658.0,1934241.0,2021,05/04/2021 04:49:08 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
56499,12350186,JE211364,04/27/2021 04:36:00 AM,046XX W WELLINGTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2521,25,31.0,19,04A,1144757.0,1919538.0,2021,05/04/2021 04:49:08 PM,41.935224849,-87.74342656299999,"(41.935224849, -87.743426563)"
56501,12350964,JE212352,04/27/2021 10:23:00 PM,008XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,123,1,4.0,32,14,1176918.0,1896566.0,2021,05/04/2021 04:49:08 PM,41.871520566,-87.62593031600001,"(41.871520566, -87.625930316)"
56502,12350752,JE212061,04/27/2021 05:45:00 PM,052XX W DIVISION ST,0810,THEFT,OVER $500,STREET,False,True,2532,25,37.0,25,06,1140995.0,1907488.0,2021,05/04/2021 04:49:08 PM,41.902228544,-87.757549576,"(41.902228544, -87.757549576)"
56505,12353027,JE214834,04/11/2021 12:00:00 AM,006XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT EXTERIOR - SECURE AREA,False,False,1654,16,41.0,76,06,1097306.0,1929180.0,2021,05/04/2021 04:47:22 PM,41.962447574,-87.917644638,"(41.962447574, -87.917644638)"
56507,12353297,JE215286,04/27/2021 04:45:00 PM,064XX N SACRAMENTO AVE,0810,THEFT,OVER $500,APARTMENT,False,False,2412,24,50.0,2,06,1155169.0,1942463.0,2021,05/04/2021 04:49:08 PM,41.99792943,-87.704543489,"(41.99792943, -87.704543489)"
56510,12353769,JE215724,04/01/2021 11:00:00 AM,006XX N HOMAN AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,1121,11,27.0,23,06,1153601.0,1903958.0,2021,05/04/2021 04:47:22 PM,41.892300375,-87.71133950299999,"(41.892300375, -87.711339503)"
56511,12350642,JE212009,04/27/2021 04:45:00 PM,059XX W GUNNISON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1622,16,45.0,15,06,1135736.0,1931630.0,2021,05/04/2021 04:49:08 PM,41.96857207,-87.77629079,"(41.96857207, -87.77629079)"
56512,12351144,JE212413,04/27/2021 11:59:00 PM,098XX S AVENUE J,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,432,4,10.0,52,14,1202459.0,1840483.0,2021,05/04/2021 04:49:08 PM,41.717010758,-87.53407616700001,"(41.717010758, -87.534076167)"
56513,12350601,JE211963,04/27/2021 04:35:00 PM,073XX S DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,735,7,17.0,67,14,1164295.0,1855986.0,2021,05/04/2021 04:49:08 PM,41.760440542,-87.67341820899999,"(41.760440542, -87.673418209)"
56514,12350454,JE211423,04/27/2021 08:04:00 AM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24,49.0,1,06,1163126.0,1950347.0,2021,05/04/2021 04:49:08 PM,42.019399236999995,-87.675049485,"(42.019399237, -87.675049485)"
56515,12352733,JE206970,04/22/2021 03:30:00 PM,115XX S HALSTED ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,524,5,34.0,53,08A,1173063.0,1828052.0,2021,05/04/2021 04:47:22 PM,41.683596628000004,-87.64210527899999,"(41.683596628, -87.642105279)"
56516,12350710,JE212003,04/27/2021 01:00:00 PM,072XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,323,3,6.0,69,14,1182475.0,1857241.0,2021,05/04/2021 04:49:08 PM,41.76348236,-87.60674951600001,"(41.76348236, -87.606749516)"
56518,12354064,JE215971,03/18/2021 12:00:00 AM,055XX S WELLS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,711,7,3.0,68,11,1175549.0,1868107.0,2021,05/04/2021 04:47:22 PM,41.793457578,-87.631809658,"(41.793457578, -87.631809658)"
56519,12351239,JE212597,04/27/2021 09:00:00 PM,084XX S CRANDON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,412,4,8.0,46,06,1192976.0,1849406.0,2021,05/04/2021 04:49:08 PM,41.741732628,-87.56851712299999,"(41.741732628, -87.568517123)"
56520,12350361,JE211485,04/27/2021 09:20:00 AM,020XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1812,18,43.0,7,06,1173087.0,1913768.0,2021,05/04/2021 04:49:08 PM,41.918809612,-87.63948453799999,"(41.918809612, -87.639484538)"
56523,12350733,JE211980,04/27/2021 04:45:00 PM,043XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,925,9,3.0,37,08A,1175015.0,1875968.0,2021,05/04/2021 04:49:08 PM,41.815040867,-87.63353308299999,"(41.815040867, -87.633533083)"
56525,12351362,JE212697,04/27/2021 12:50:00 PM,008XX W LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2024,20,46.0,3,08B,1169846.0,1932085.0,2021,05/04/2021 04:49:08 PM,41.969143534000004,-87.65085637799999,"(41.969143534, -87.650856378)"
56526,12350335,JE211493,04/27/2021 09:00:00 AM,073XX S DANTE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,324,3,8.0,43,11,1187141.0,1856646.0,2021,05/04/2021 04:49:08 PM,41.7617402,-87.58966675200001,"(41.7617402, -87.589666752)"
56527,12350771,JE211918,04/27/2021 03:50:00 PM,006XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,1834,18,42.0,8,08A,1177309.0,1904931.0,2021,05/04/2021 04:49:08 PM,41.894465726,-87.62424106299999,"(41.894465726, -87.624241063)"
56528,12353283,JE215225,04/16/2021 06:00:00 PM,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,112,1,42.0,32,11,1176389.0,1900278.0,2021,05/04/2021 04:47:22 PM,41.88171846,-87.62776042600001,"(41.88171846, -87.627760426)"
56529,12352169,JE213787,04/27/2021 05:00:00 AM,072XX N RIDGE BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,2411,24,49.0,2,06,1160886.0,1948034.0,2021,05/04/2021 04:49:08 PM,42.013099288,-87.683357054,"(42.013099288, -87.683357054)"
56530,12350161,JE211300,04/27/2021 01:20:00 AM,013XX S KOMENSKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,1011,10,24.0,29,14,1149595.0,1893535.0,2021,05/04/2021 04:49:08 PM,41.863777237,-87.72632270000001,"(41.863777237, -87.7263227)"
56533,12350916,JE212212,04/27/2021 07:47:00 PM,079XX S ARTESIAN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,False,False,835,8,18.0,70,04B,1161426.0,1851877.0,2021,05/04/2021 04:49:08 PM,41.749224747,-87.68404689200001,"(41.749224747, -87.684046892)"
56534,12350860,JE211975,04/27/2021 04:31:00 PM,0000X E 120TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,532,5,9.0,53,04B,1178679.0,1825075.0,2021,05/04/2021 04:49:08 PM,41.675301807,-87.621637112,"(41.675301807, -87.621637112)"
56535,12350682,JE212091,04/27/2021 02:00:00 PM,004XX W ROSCOE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1925,19,44.0,6,06,1172563.0,1922712.0,2021,05/04/2021 04:49:08 PM,41.94336393,-87.641144453,"(41.94336393, -87.641144453)"
56536,12351572,JE213075,04/27/2021 08:30:00 PM,053XX S GREENWOOD AVE,0560,ASSAULT,SIMPLE,STREET,False,True,233,2,5.0,41,08A,1184280.0,1870143.0,2021,05/04/2021 04:49:08 PM,41.798844554,-87.59973046299999,"(41.798844554, -87.599730463)"
56538,12351076,JE212336,04/27/2021 10:24:00 PM,017XX W 45TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,924,9,15.0,61,04B,1165289.0,1874857.0,2021,05/04/2021 04:49:08 PM,41.812203965,-87.66924095600001,"(41.812203965, -87.669240956)"
56539,12351715,JE212748,04/27/2021 12:00:00 AM,048XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,222,2,4.0,39,06,,,2021,05/04/2021 04:49:08 PM,,,
56541,12351026,JE212123,04/27/2021 06:15:00 PM,117XX S MARSHFIELD AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",DEPARTMENT STORE,False,False,2234,22,34.0,75,08B,1167515.0,1826950.0,2021,05/04/2021 04:49:08 PM,41.680692908000005,-87.66244607899999,"(41.680692908, -87.662446079)"
56543,12354868,JE217300,04/24/2021 03:00:00 PM,017XX W FLETCHER ST,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,1931,19,32.0,6,06,1164171.0,1920960.0,2021,05/04/2021 04:47:22 PM,41.938738162,-87.672038876,"(41.938738162, -87.672038876)"
56545,12350947,JE212349,04/27/2021 08:55:00 PM,086XX S HOUSTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,424,4,10.0,46,04A,1197978.0,1848361.0,2021,05/04/2021 04:49:08 PM,41.738741616,-87.55022520899999,"(41.738741616, -87.550225209)"
56547,12354297,JE215804,04/25/2021 07:00:00 PM,044XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,922,9,15.0,58,08B,1159774.0,1875206.0,2021,05/04/2021 04:47:22 PM,41.813276833,-87.689460392,"(41.813276833, -87.689460392)"
56549,12353176,JE209785,04/25/2021 01:00:00 PM,133XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,533,5,9.0,54,08A,1179544.0,1816860.0,2021,05/04/2021 04:47:22 PM,41.652738921,-87.618720379,"(41.652738921, -87.618720379)"
56550,12350402,JE211587,04/27/2021 09:44:00 AM,012XX S TROY ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1022,10,24.0,29,08A,1155557.0,1894197.0,2021,05/04/2021 04:49:08 PM,41.865476075,-87.70441859399999,"(41.865476075, -87.704418594)"
56551,12356302,JE218837,04/17/2021 01:00:00 PM,043XX W HIRSCH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2534,25,26.0,23,11,1147256.0,1908963.0,2021,05/06/2021 04:48:14 PM,41.90615848,-87.734513921,"(41.90615848, -87.734513921)"
56552,12351596,JE212191,04/27/2021 05:05:00 PM,073XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,324,3,7.0,43,08A,1188089.0,1856416.0,2021,05/04/2021 04:49:08 PM,41.761086516999995,-87.58619960600001,"(41.761086517, -87.586199606)"
56553,12352436,JE214183,04/27/2021 03:15:00 PM,005XX E 79TH ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,False,False,624,6,6.0,44,11,1181026.0,1852740.0,2021,05/04/2021 04:49:08 PM,41.751164599,-87.612198632,"(41.751164599, -87.612198632)"
56554,12350294,JE211416,04/27/2021 06:30:00 AM,006XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1135,11,28.0,28,14,1159829.0,1897153.0,2021,05/04/2021 04:49:08 PM,41.873500674,-87.688654365,"(41.873500674, -87.688654365)"
56555,12350756,JE211967,04/27/2021 04:36:00 PM,055XX S ST LOUIS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,PARK PROPERTY,False,False,822,8,14.0,63,04B,1153988.0,1867648.0,2021,05/04/2021 04:49:08 PM,41.792653621999996,-87.710884656,"(41.792653622, -87.710884656)"
56556,12350786,JE212233,04/27/2021 11:00:00 AM,061XX S KOMENSKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,813,8,23.0,65,14,1150421.0,1863663.0,2021,05/04/2021 04:49:08 PM,41.781788291,-87.724068081,"(41.781788291, -87.724068081)"
56557,12353851,JE212651,04/23/2021 07:00:00 AM,006XX W WAVELAND AVE,0810,THEFT,OVER $500,STREET,False,False,1925,19,46.0,6,06,1171430.0,1925206.0,2021,05/04/2021 04:47:22 PM,41.950232585,-87.64523518,"(41.950232585, -87.64523518)"
56559,12350667,JE211953,04/27/2021 03:50:00 PM,074XX N ROCKWELL ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2411,24,50.0,2,06,1157735.0,1949419.0,2021,05/04/2021 04:49:08 PM,42.016964836999996,-87.694913235,"(42.016964837, -87.694913235)"
56562,12351445,JE212933,04/27/2021 07:00:00 PM,019XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,131,1,3.0,33,14,1177062.0,1890950.0,2021,05/04/2021 04:49:08 PM,41.856106646,-87.625571623,"(41.856106646, -87.625571623)"
56563,12352437,JE214174,04/27/2021 05:15:00 PM,046XX S HALSTED ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,False,False,925,9,11.0,61,11,1171750.0,1874033.0,2021,05/04/2021 04:49:08 PM,41.809803372,-87.64556634,"(41.809803372, -87.64556634)"
56564,12350515,JE211754,04/27/2021 01:25:00 PM,077XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,611,6,17.0,71,06,1166691.0,1853261.0,2021,05/04/2021 04:49:08 PM,41.752911992,-87.664714393,"(41.752911992, -87.664714393)"
56565,12351114,JE212324,04/27/2021 07:30:00 PM,013XX W ROSCOE ST,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,1924,19,44.0,6,06,1166700.0,1922692.0,2021,05/04/2021 04:49:08 PM,41.943436944,-87.66269441899999,"(41.943436944, -87.662694419)"
56567,12355206,JE217393,04/26/2021 01:00:00 PM,050XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,224,2,3.0,38,06,1178895.0,1871636.0,2021,05/04/2021 04:47:22 PM,41.803065896,-87.619432786,"(41.803065896, -87.619432786)"
56568,12352991,JE207709,04/16/2021 10:30:00 AM,014XX W 113TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2234,22,34.0,75,06,1168370.0,1829437.0,2021,05/04/2021 04:47:22 PM,41.687499345,-87.659245115,"(41.687499345, -87.659245115)"
56570,12354015,JE216179,04/18/2021 08:00:00 PM,077XX S HONORE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,611,6,17.0,71,11,1165365.0,1853283.0,2021,05/04/2021 04:47:22 PM,41.753000538,-87.66957304700001,"(41.753000538, -87.669573047)"
56571,12351377,JE212604,04/27/2021 07:10:00 PM,041XX N DICKINSON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1624,16,45.0,15,06,1142539.0,1926871.0,2021,05/04/2021 04:49:08 PM,41.955388872,-87.75139494,"(41.955388872, -87.75139494)"
56573,12351095,JE212364,04/27/2021 11:04:00 PM,048XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1533,15,28.0,25,08B,1144214.0,1898895.0,2021,05/04/2021 04:49:08 PM,41.878588455999996,-87.745941635,"(41.878588456, -87.745941635)"
56574,12350921,JE212160,04/27/2021 07:15:00 AM,034XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,211,2,4.0,35,08B,1181095.0,1882300.0,2021,05/04/2021 04:49:08 PM,41.832278310999996,-87.611035696,"(41.832278311, -87.611035696)"
56575,12350526,JE211628,04/27/2021 11:07:00 AM,043XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,221,2,4.0,39,14,1182923.0,1876395.0,2021,05/04/2021 04:49:08 PM,41.816032204,-87.604512396,"(41.816032204, -87.604512396)"
56577,12350726,JE212065,04/27/2021 11:00:00 AM,075XX S DOBSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624,6,8.0,69,08B,1184527.0,1855292.0,2021,05/04/2021 04:49:08 PM,41.758086305,-87.59928956,"(41.758086305, -87.59928956)"
56578,12350852,JE212246,04/27/2021 08:30:00 PM,005XX N PESHTIGO CT,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,18,42.0,8,14,1179786.0,1903808.0,2021,05/04/2021 04:49:08 PM,41.89132763,-87.61517842100001,"(41.89132763, -87.615178421)"
56579,12351984,JE211357,04/27/2021 12:00:00 AM,012XX N NOBLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1433,14,2.0,24,14,1166821.0,1908597.0,2021,05/04/2021 04:49:08 PM,41.904756873000004,-87.662654879,"(41.904756873, -87.662654879)"
56580,12351299,JE212721,04/27/2021 10:25:00 PM,039XX W ARTHINGTON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1132,11,24.0,26,04A,1150160.0,1895742.0,2021,05/04/2021 04:49:08 PM,41.869822522,-87.724191109,"(41.869822522, -87.724191109)"
56581,12351279,JE212686,04/27/2021 11:00:00 AM,096XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,CAR WASH,False,False,2213,22,21.0,73,06,1170391.0,1840913.0,2021,05/04/2021 04:49:08 PM,41.718947644,-87.651513846,"(41.718947644, -87.651513846)"
56582,12350757,JE211905,04/27/2021 03:51:00 PM,039XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,STREET,False,False,1132,11,24.0,29,08B,1150483.0,1894425.0,2021,05/04/2021 04:49:08 PM,41.866202226,-87.72303964700001,"(41.866202226, -87.723039647)"
56583,12350356,JE211476,04/27/2021 08:09:00 AM,076XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,621,6,17.0,71,08B,1171961.0,1854164.0,2021,05/04/2021 04:49:08 PM,41.75527593,-87.645375495,"(41.75527593, -87.645375495)"
56584,12350592,JE211531,04/27/2021 10:02:00 AM,064XX S FRANCISCO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,823,8,17.0,66,04B,1158154.0,1861800.0,2021,05/04/2021 04:49:08 PM,41.776522096,-87.695767365,"(41.776522096, -87.695767365)"
56586,12351561,JE211748,04/27/2021 01:30:00 PM,094XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,634,6,21.0,49,14,1176280.0,1842625.0,2021,05/04/2021 04:49:08 PM,41.723515596999995,-87.629893219,"(41.723515597, -87.629893219)"
56587,12353123,JE210011,04/25/2021 08:10:00 PM,006XX E 131ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT / GROUNDS,False,True,533,5,9.0,54,08B,1182864.0,1818558.0,2021,05/04/2021 04:47:22 PM,41.657322325,-87.6065205,"(41.657322325, -87.6065205)"
56588,12351671,JE212088,04/27/2021 06:01:00 PM,049XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1532,15,37.0,25,14,1143277.0,1902557.0,2021,05/04/2021 04:49:08 PM,41.888654974,-87.74929063799999,"(41.888654974, -87.749290638)"
56590,12350575,JE211817,04/27/2021 02:00:00 PM,056XX S LAFLIN ST,0560,ASSAULT,SIMPLE,STREET,False,False,713,7,16.0,67,08A,1167299.0,1867372.0,2021,05/04/2021 04:49:08 PM,41.791621408000005,-87.66208270899999,"(41.791621408, -87.662082709)"
56592,12354721,JE215935,04/27/2021 01:30:00 PM,038XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,212,2,3.0,35,08A,1179486.0,1879658.0,2021,05/04/2021 04:49:08 PM,41.825065437,-87.61702009700001,"(41.825065437, -87.617020097)"
56594,12350807,JE211803,04/27/2021 06:00:00 AM,059XX S MAJOR AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - GARAGE,False,False,812,8,13.0,64,14,1139413.0,1864432.0,2021,05/04/2021 04:49:08 PM,41.78410551,-87.764408224,"(41.78410551, -87.764408224)"
56597,12350452,JE211581,04/27/2021 10:45:00 AM,039XX S LAKE PARK AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,214,2,4.0,36,04A,1183388.0,1878984.0,2021,05/04/2021 04:49:08 PM,41.823125769,-87.60272595100001,"(41.823125769, -87.602725951)"
56599,12353434,JE215353,02/23/2021 12:56:00 PM,086XX W CATHERINE AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1614,16,41.0,76,06,1117770.0,1934539.0,2021,05/04/2021 04:47:22 PM,41.976856246,-87.842291343,"(41.976856246, -87.842291343)"
56600,12352359,JE214091,04/27/2021 04:00:00 PM,036XX N FRANCISCO AVE,0810,THEFT,OVER $500,STREET,False,False,1733,17,33.0,16,06,1156404.0,1924099.0,2021,05/04/2021 04:49:08 PM,41.947512655,-87.700499369,"(41.947512655, -87.700499369)"
56601,12350975,JE212368,04/27/2021 10:30:00 PM,040XX W POTOMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2534,25,37.0,23,08B,1149116.0,1908355.0,2021,05/04/2021 04:49:08 PM,41.904454233,-87.727697153,"(41.904454233, -87.727697153)"
56602,12350489,JE211586,04/27/2021 11:00:00 AM,061XX S LOOMIS BLVD,1170,DECEPTIVE PRACTICE,IMPERSONATION,RESIDENCE,False,False,713,7,16.0,67,11,1168047.0,1864055.0,2021,05/04/2021 04:49:08 PM,41.782503102,-87.659435267,"(41.782503102, -87.659435267)"
